C_ID,Q_Agent_Time,First_Path,Did_Queue,Queue_Length
505,3.0323387966516293,Agent,True,17
506,3.2304680156816374,Agent,True,18
507,3.335801335578381,Agent,True,19
508,3.3458985068044456,Agent,True,19
509,3.3156311332724187,Agent,True,20
510,3.4287330300976464,Agent,True,21
511,3.576390540725157,Agent,True,22
512,3.607217529119211,Agent,True,23
513,3.517075896072683,Agent,True,24
406,,Bot,False,
514,3.501293468363528,Agent,True,25
515,3.6662776288912795,Agent,True,26
516,3.853494246455483,Agent,True,27
517,3.578719130566853,Agent,True,25
518,3.42754281995731,Agent,True,25
412,,Bot,False,
519,3.424590878683688,Agent,True,26
520,3.115108439535561,Agent,True,25
521,6.082785621053702,Agent,True,24
522,6.265526545214172,Agent,True,25
523,6.197987970455003,Agent,True,24
524,6.409039254386826,Agent,True,25
525,6.26620980315127,Agent,True,25
526,6.616402650891828,Agent,True,26
527,6.137300656045198,Agent,True,21
396,6.423517546432876,Bot,True,22
528,6.5345579292498,Agent,True,23
530,6.932797311784029,Agent,True,22
531,6.8794774046330645,Agent,True,21
532,6.603332390078677,Agent,True,20
534,6.544369646290463,Agent,True,19
535,6.688777784511814,Agent,True,19
536,6.650711936564036,Agent,True,20
537,6.864740143150996,Agent,True,21
539,6.005185008189315,Agent,True,16
454,,Bot,False,
540,5.606707249290693,Agent,True,17
541,5.653114263120315,Agent,True,18
542,5.855660169784159,Agent,True,19
543,5.714230626292007,Agent,True,20
544,5.781582749615495,Agent,True,21
423,5.599235166805855,Bot,True,22
545,5.612131195292449,Agent,True,23
546,5.493023248947395,Agent,True,24
547,5.112304549537072,Agent,True,25
548,4.898847346768747,Agent,True,26
549,4.98238764910667,Agent,True,27
550,5.066248497843517,Agent,True,28
551,4.957409403895539,Agent,True,29
552,5.349656254615439,Agent,True,30
553,5.462035591120738,Agent,True,31
554,5.314875044797063,Agent,True,31
555,5.666797025589943,Agent,True,32
556,5.702231080397297,Agent,True,31
481,,Bot,False,
557,5.523032752024292,Agent,True,32
560,5.203806514137241,Agent,True,31
561,5.4278994175141975,Agent,True,32
562,5.333311284278722,Agent,True,31
563,5.299388131061093,Agent,True,32
482,,Bot,False,
564,5.248092816863405,Agent,True,33
565,5.240775150516626,Agent,True,32
567,5.124705137626748,Agent,True,33
568,5.121194377571555,Agent,True,34
569,5.018637690027774,Agent,True,35
570,4.953576214852745,Agent,True,36
571,5.432477571519087,Agent,True,37
572,5.4315318036262425,Agent,True,38
573,5.534735069477094,Agent,True,38
574,5.5453655034540645,Agent,True,39
575,5.481480981950895,Agent,True,35
576,5.711102556409273,Agent,True,36
577,6.1006725833813675,Agent,True,36
578,6.228418766395251,Agent,True,37
462,5.6072832136716215,Bot,True,34
464,5.621862519785637,Bot,True,34
579,5.791650710053673,Agent,True,35
580,5.846062380058882,Agent,True,35
581,5.966713959863327,Agent,True,36
582,5.735253368293783,Agent,True,32
583,5.694230792705426,Agent,True,32
584,5.74815930844666,Agent,True,31
585,5.661331692351155,Agent,True,32
586,5.588312008944939,Agent,True,33
587,5.785667560061398,Agent,True,34
470,6.298002489490756,Bot,True,35
502,,Bot,False,
588,6.675751497800633,Agent,True,36
589,6.666442438008687,Agent,True,34
590,7.367421623372948,Agent,True,35
591,7.4331594483168,Agent,True,36
592,7.553960894530476,Agent,True,37
593,7.595619383392361,Agent,True,38
594,7.640701814330413,Agent,True,38
596,7.686185905050976,Agent,True,38
597,7.766910250752034,Agent,True,38
598,7.772779497088976,Agent,True,39
600,7.346783677151805,Agent,True,36
601,7.386570215839782,Agent,True,37
602,7.6633348407098225,Agent,True,37
603,7.779680823341636,Agent,True,38
604,7.724787365415651,Agent,True,39
605,7.728212443716686,Agent,True,39
606,7.385502965150337,Agent,True,36
607,7.121199342593997,Agent,True,37
608,7.04419730386806,Agent,True,36
609,7.075556567356813,Agent,True,35
611,6.898410175731087,Agent,True,35
612,6.833279072561851,Agent,True,36
613,6.71930845546639,Agent,True,36
614,6.762148085887816,Agent,True,37
492,6.8918899396865925,Bot,True,38
615,6.648284680888594,Agent,True,38
533,,Bot,False,
616,6.639065321137153,Agent,True,39
617,6.616110442358789,Agent,True,39
618,6.569298108616238,Agent,True,37
619,6.827713879572769,Agent,True,38
538,,Bot,False,
620,6.726301520022034,Agent,True,38
622,6.686354181684223,Agent,True,37
623,6.634608585430385,Agent,True,37
624,6.708173668777675,Agent,True,38
626,9.557244743991674,Agent,True,39
627,9.617743157955232,Agent,True,39
628,9.612182945708057,Agent,True,40
558,,Bot,False,
629,10.074212357168463,Agent,True,39
630,10.066596457028695,Agent,True,40
631,10.412563423657716,Agent,True,41
632,10.39159432087375,Agent,True,42
633,10.738192887474483,Agent,True,43
634,10.857572852716231,Agent,True,44
566,,Bot,False,
635,11.44295236212325,Agent,True,44
636,11.441969232385503,Agent,True,45
637,11.009477546114923,Agent,True,45
638,11.004331199322877,Agent,True,46
639,11.106421189663749,Agent,True,46
641,10.89870313958167,Agent,True,47
642,10.66828008836336,Agent,True,47
643,10.535576199179516,Agent,True,48
644,10.637495398260697,Agent,True,49
645,10.703508968358562,Agent,True,49
647,10.342394050833605,Agent,True,46
648,9.89921259316273,Agent,True,42
649,9.392974198148522,Agent,True,40
650,9.40716771961823,Agent,True,39
652,9.38180960628452,Agent,True,39
654,9.426850913932824,Agent,True,39
655,9.374918691737747,Agent,True,40
656,9.373688601448507,Agent,True,41
657,9.498921312862848,Agent,True,42
529,9.56050528036387,Bot,True,43
658,9.497316657381973,Agent,True,43
659,9.776471406880233,Agent,True,44
660,9.861795279426147,Agent,True,44
661,9.915924345232284,Agent,True,45
662,10.34567548504414,Agent,True,46
595,,Bot,False,
663,10.354187729014342,Agent,True,45
664,10.47828183128155,Agent,True,46
665,9.953141381616959,Agent,True,42
666,10.074000761908778,Agent,True,43
667,10.099031861620517,Agent,True,44
669,10.08469024444959,Agent,True,44
671,9.741820800224346,Agent,True,42
672,9.364125881727887,Agent,True,41
673,9.475877861425488,Agent,True,42
674,9.444851164294164,Agent,True,43
675,8.917149828711828,Agent,True,44
676,8.969871810435365,Agent,True,45
677,8.749620850932388,Agent,True,46
678,8.500083723402255,Agent,True,47
679,8.544291764702507,Agent,True,48
680,8.583265917627884,Agent,True,49
610,,Bot,False,
681,8.917099648719443,Agent,True,50
682,9.243211371045348,Agent,True,51
683,9.713485434329826,Agent,True,52
684,9.43627688764785,Agent,True,53
685,9.323649546183134,Agent,True,53
686,9.363168912044031,Agent,True,52
687,9.312148429596036,Agent,True,53
688,9.305024738453511,Agent,True,54
689,9.418989050443358,Agent,True,55
621,,Bot,False,
690,9.406974282870962,Agent,True,54
691,9.458527977835416,Agent,True,55
559,9.625284195159878,Bot,True,56
692,9.316684995839708,Agent,True,55
693,9.000983019927432,Agent,True,54
694,8.988752607974718,Agent,True,55
695,9.493275598786028,Agent,True,56
696,9.899771030360881,Agent,True,57
697,10.138723592892674,Agent,True,58
700,10.370155446018558,Agent,True,57
701,10.502118032600208,Agent,True,58
702,10.48546941737645,Agent,True,57
646,,Bot,False,
703,10.539461751585378,Agent,True,58
704,10.61386523968288,Agent,True,57
706,10.50616396797247,Agent,True,58
707,10.658777384782255,Agent,True,57
708,10.3399663700622,Agent,True,57
709,10.351983159832983,Agent,True,58
710,9.866121038864634,Agent,True,55
711,10.043951176722459,Agent,True,54
712,9.901431723548157,Agent,True,51
713,9.804846229961655,Agent,True,50
714,9.713514059625524,Agent,True,51
716,9.352509812410986,Agent,True,50
717,9.071640678988246,Agent,True,50
653,,Bot,False,
719,8.784640262848711,Agent,True,48
720,8.866321286653431,Agent,True,48
721,9.068044287151181,Agent,True,49
599,9.15468164919875,Bot,True,50
723,8.789411467670462,Agent,True,47
724,8.899984118200777,Agent,True,48
725,9.066053803903628,Agent,True,49
726,9.168323245362018,Agent,True,50
727,8.82036973003784,Agent,True,46
728,8.712338944526309,Agent,True,47
729,8.374495119909142,Agent,True,44
668,,Bot,False,
730,8.544625937427497,Agent,True,45
731,8.573972023409794,Agent,True,46
732,8.11304149104626,Agent,True,45
733,7.929924510417948,Agent,True,46
734,7.619240661146193,Agent,True,46
735,10.546139784297907,Agent,True,46
736,10.232462050242162,Agent,True,43
737,9.948737228936324,Agent,True,41
738,10.384352560223647,Agent,True,42
625,10.315909089433632,Bot,True,43
739,10.648743535944021,Agent,True,44
740,10.620081480428155,Agent,True,44
741,10.962451036961767,Agent,True,45
742,11.071371727785902,Agent,True,46
743,11.641963686841478,Agent,True,45
745,11.141475241960734,Agent,True,44
746,10.890918552422846,Agent,True,45
747,10.91665845862238,Agent,True,46
748,11.073032168752832,Agent,True,46
